run_id,batch_id,gcs_uri,expected_rows,loaded_rows,status,job_id,sha256,message,load_timestamp_utc
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0001,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0001/events.parquet,100000,100000,SKIPPED,,59ab1764b57a45013b64edc2d186587b73c76811d92141a1397daa26d525c73e,Expected batch row count already exists in raw.events.,2026-08-08T19:01:43.185716+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0002,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0002/events.parquet,100000,100000,SKIPPED,,1e509fcc93e7f9e83180f64cd55a91d31a35f266cf247ce84feb912d1d730d94,Expected batch row count already exists in raw.events.,2026-08-08T19:01:43.850654+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0003,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0003/events.parquet,100000,100000,SKIPPED,,eef306bfed95e331420a5916ca915d8ea21b48e5fcaf9b2aba3c73114d056de9,Expected batch row count already exists in raw.events.,2026-08-08T19:01:44.562283+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0004,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0004/events.parquet,100000,100000,SKIPPED,,056cd1a68eaa76462bae8311c11020bd68a8559c1da889a11c577ab5ce1fb8d9,Expected batch row count already exists in raw.events.,2026-08-08T19:01:45.212343+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0005,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0005/events.parquet,100000,100000,SKIPPED,,5f7bf879b390d4886c1d832cd6cd2afc4f44551d2cafa69b3d9ce3c64789ce1a,Expected batch row count already exists in raw.events.,2026-08-08T19:01:45.893857+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0006,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0006/events.parquet,100000,100000,SKIPPED,,d18ca889afc38a1d3ef081095a6ac041f30b9ab56dc3de2cdb430ca6f6fd3293,Expected batch row count already exists in raw.events.,2026-08-08T19:01:46.475997+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0007,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0007/events.parquet,100000,100000,SKIPPED,,ac4bee8d6501a6bd4094dc75bb8f7e5d89a14e16494c704714c4a08112f0bf23,Expected batch row count already exists in raw.events.,2026-08-08T19:01:47.118340+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0008,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0008/events.parquet,100000,100000,SKIPPED,,cba10e9df10e2754a047c1ffe77b73a4989d94de404021e6a3252959b062833c,Expected batch row count already exists in raw.events.,2026-08-08T19:01:47.704566+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0009,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0009/events.parquet,100000,100000,SKIPPED,,ed50dd697ba0a732d138718f220b9798eae2721aaaf07952b9f4aa801bb4e4bb,Expected batch row count already exists in raw.events.,2026-08-08T19:01:48.356217+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0010,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0010/events.parquet,100000,100000,SKIPPED,,2a2b550acff77df5d85ccd7200b197a73228ff64df5ebb0d60acaab6feb61c65,Expected batch row count already exists in raw.events.,2026-08-08T19:01:48.926761+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0011,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0011/events.parquet,100000,100000,SKIPPED,,e524ff2c6195c5fb96b1b5a6ba680b58d577d3f5611e0357ec166082fa4b3b14,Expected batch row count already exists in raw.events.,2026-08-08T19:01:49.541871+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0012,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0012/events.parquet,100000,100000,SKIPPED,,61a8829b5d45e2c735c688e810de07c961c52ced49213b0cf7f42ef1ed356b83,Expected batch row count already exists in raw.events.,2026-08-08T19:01:50.216869+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0013,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0013/events.parquet,100000,100000,SKIPPED,,3737044faed6c2d4d11e9b55f87f14e5323bf79a87ac51d779001153be379e2e,Expected batch row count already exists in raw.events.,2026-08-08T19:01:50.777462+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0014,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0014/events.parquet,100000,100000,SKIPPED,,6ab553616f591f24ca427f55e4d384000d34a362a33ebbfa0237951f64b7cb9a,Expected batch row count already exists in raw.events.,2026-08-08T19:01:51.359458+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0015,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0015/events.parquet,100000,100000,SKIPPED,,27caeca0ea7e885092d709e3ca4da02ec9b23cc44961be7f160290f42ba877bf,Expected batch row count already exists in raw.events.,2026-08-08T19:01:51.904418+00:00
f869f8f7-ecbc-4327-9d90-4495e10bef3e,batch_0016,gs://wk-p2p-process-mining-raw-2026/raw/events/batch_0016/events.parquet,95923,95923,SKIPPED,,dd3f790c1969bbc49955f1ee6d4f6d8e96894f80c30c1889a3180ae2aaf271c7,Expected batch row count already exists in raw.events.,2026-08-08T19:01:52.478371+00:00
